tipo,categoria,fecha,valor
agregados,Producto interno bruto (a precios de mercado),2017-03-31,73245.81912466002
agregados,Producto interno bruto (a precios de mercado),2017-06-30,81450.47768031775
agregados,Producto interno bruto (a precios de mercado),2017-09-30,81020.07318766549
agregados,Producto interno bruto (a precios de mercado),2017-12-31,81642.23761391245
agregados,Producto interno bruto (a precios de mercado),2018-03-31,75389.61789841372
agregados,Producto interno bruto (a precios de mercado),2018-06-30,83613.97115842224
agregados,Producto interno bruto (a precios de mercado),2018-09-30,82409.21851277363
agregados,Producto interno bruto (a precios de mercado),2018-12-31,85047.91396864114
agregados,Producto interno bruto (a precios de mercado),2019-03-31,76849.03350308197
agregados,Producto interno bruto (a precios de mercado),2019-06-30,84055.48889049367
agregados,Producto interno bruto (a precios de mercado),2019-09-30,86106.43776270772
agregados,Producto interno bruto (a precios de mercado),2019-12-31,84368.61380016665
agregados,Producto interno bruto (a precios de mercado),2020-03-31,77421.9892443511
agregados,Producto interno bruto (a precios de mercado),2020-06-30,58931.85499295336
agregados,Producto interno bruto (a precios de mercado),2020-09-30,71447.09601721616
agregados,Producto interno bruto (a precios de mercado),2020-12-31,81429.03446630064
agregados,Producto interno bruto (a precios de mercado),2021-03-31,73930.897887819
agregados,Producto interno bruto (a precios de mercado),2021-06-30,82064.44887548996
agregados,Producto interno bruto (a precios de mercado),2021-09-30,80379.2203454765
agregados,Producto interno bruto (a precios de mercado),2021-12-31,81862.28777100894
agregados,Producto interno bruto (a precios de mercado),2022-03-31,78524.87906892742
agregados,Producto interno bruto (a precios de mercado),2022-06-30,86277.3248381959
agregados,Producto interno bruto (a precios de mercado),2022-09-30,82884.19230189265
agregados,Producto interno bruto (a precios de mercado),2022-12-31,82476.36058196252
agregados,Producto interno bruto (a precios de mercado),2023-03-31,78734.67389571403
agregados,Producto interno bruto (a precios de mercado),2023-06-30,87243.17276100579
agregados,Producto interno bruto (a precios de mercado),2023-09-30,85363.67190680382
agregados,Producto interno bruto (a precios de mercado),2023-12-31,87129.09660274856
agregados,Producto interno bruto (a precios de mercado),2024-03-31,78212.94366541115
agregados,Producto interno bruto (a precios de mercado),2024-06-30,88089.15667412685
agregados,Producto interno bruto (a precios de mercado),2024-09-30,83931.24277530334
agregados,Producto interno bruto (a precios de mercado),2024-12-31,84437.27235645174
agregados,Producto interno bruto (a precios de mercado),2025-03-31,76592.41845715904
agregados,Producto interno bruto (a precios de mercado),2025-06-30,85601.7037501633
agregados,Producto interno bruto (a precios de mercado),2025-09-30,83956.74882234061
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2017-03-31,7835.842367940917
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2017-06-30,7870.191591279774
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2017-09-30,8773.812545421426
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2017-12-31,9247.773371179761
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2018-03-31,8021.123706158108
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2018-06-30,8414.893253829834
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2018-09-30,9082.198064816379
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2018-12-31,9500.256644082943
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2019-03-31,8224.859438239044
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2019-06-30,7997.192473981689
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2019-09-30,9607.795275773544
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2019-12-31,8943.832389146894
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2020-03-31,8586.286605902877
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2020-06-30,4921.790008135249
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2020-09-30,7142.696723719528
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2020-12-31,8033.433396597332
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2021-03-31,7801.96064444071
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2021-06-30,7599.605575516305
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2021-09-30,8091.015675830797
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2021-12-31,8058.932757610157
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2022-03-31,7987.190285055349
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2022-06-30,8031.31360233464
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2022-09-30,8025.651622603892
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2022-12-31,8054.316002583682
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2023-03-31,7909.924640350087
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2023-06-30,7337.307274073847
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2023-09-30,8650.493461538734
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2023-12-31,8704.932891055085
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2024-03-31,7948.85417055156
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2024-06-30,7773.980317743376
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2024-09-30,7294.878342608504
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2024-12-31,7660.340928502311
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2025-03-31,7137.26346792533
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2025-06-30,6957.417745738483
impuestos,"Derechos/importaciones, ivand, it y otros imp. indirectos",2025-09-30,7201.774197112749
agregados,Valor agregado bruto,2017-03-31,65409.97675671907
agregados,Valor agregado bruto,2017-06-30,73580.28608903794
agregados,Valor agregado bruto,2017-09-30,72246.26064224404
agregados,Valor agregado bruto,2017-12-31,72394.46424273265
agregados,Valor agregado bruto,2018-03-31,67368.49419225563
agregados,Valor agregado bruto,2018-06-30,75199.07790459247
agregados,Valor agregado bruto,2018-09-30,73327.02044795726
agregados,Valor agregado bruto,2018-12-31,75547.65732455817
agregados,Valor agregado bruto,2019-03-31,68622.46453917409
agregados,Valor agregado bruto,2019-06-30,75964.1146926061
agregados,Valor agregado bruto,2019-09-30,76532.96458530871
agregados,Valor agregado bruto,2019-12-31,75414.97508454738
